Kp,Ki,Kd,fitness
0.57,0.06,0.29,478.0
0.53,0.06,0.09,495.0
0.57,0.06,0.12,496.0
0.57,0.06,0.28,500.0
0.57,0.01,0.3,422.0
0.34,0.01,0.29,402.0
0.57,0.01,0.29,498.0
1.41,0.03,0.28,422.0
0.34,0.01,0.26,380.0
1.39,0.03,0.28,422.0
1.39,0.03,0.26,446.0
0.57,0.03,0.28,463.0
1.39,0.03,0.28,454.0
1.39,0.01,0.3,436.0
1.39,0.03,0.28,439.0
0.57,0.01,0.3,346.0
